kind,.pred_AI,.pred_class,detector,native,prompt,document,document_id,char_count,readability_score,sentiment_score,keyword_I,keyword_my,keyword_we,keyword_me,keyword_feel,keyword_love,keyword_hate,keyword_afraid,keyword_gonna,keyword_wanna,keyword_you,keyword_know,keyword_kinda,keyword_like,keyword_uh,word_count,sentence_count,avg_word_length,unique_word_count,keyword_I,keyword_my,keyword_we,keyword_me,keyword_feel,keyword_love,keyword_hate,keyword_afraid,keyword_gonna,keyword_wanna,keyword_you,keyword_know,keyword_kinda,keyword_like,keyword_uh,keyword_I,keyword_my,keyword_we,keyword_me,keyword_feel,keyword_love,keyword_hate,keyword_afraid,keyword_gonna,keyword_wanna,keyword_you,keyword_know,keyword_kinda,keyword_like,keyword_uh
AI,0.0,Human,ZeroGPT,,Elevate using technical,"This report explicates the evolution and efficacy of a Question Answering (QA) framework, with a particular emphasis on the Intelligent Information Distribution (IID) SQuAD track. The architecture was built using cutting-edge machine learning methods and utilized pre-trained language models to attain a high level of precision in answering questions. The report delves into the techniques employed to preprocess the data, refine language models, and enhance the framework's inference capabilities. The system accomplished a competitive F1 score and furnished precise and pertinent responses to the queries. Overall, the report showcases the aptitude of machine learning-oriented QA systems to provide valuable percepts and dispense pertinent data, while also revealing areas of improvement for future iterations of the system.",616,827,22.55,0.9136,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,131,5,5.435114503816794,86,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AI,0.0034073516726494,Human,OriginalityAI,,Enhance like native,"I believe it's advantageous for students to have youthful teachers, even if they possess less experience. Firstly, young educators can more easily resonate with their students, sharing common interests and cultural knowledge. Consequently, they can better integrate classroom material with students' lives, boosting motivation and focus throughout the school day. Secondly, younger teachers tend to exhibit greater energy levels. Given the increasingly large class sizes today, older educators might struggle to maintain adequate stamina, leading to potential challenges in delivering comprehensive lessons for all students.",247,624,20.38,0.9741,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,100,5,5.4,75,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
AI,6.921391070280336e-07,Human,Sapling,,Elevate using literary,"As a secondary scholar, I have always been captivated by the notion of artificial intelligence. The idea that machines can imbibe, reason, and perform activities that typically necessitate human intelligence is spellbinding. Whenever I delve into AI, I find myself bemused by the endless possibilities it offers-losing myself in its vast horizons.

What enthralls me about AI, is its potential to alter the course our society takes in living, working, and interrelating. From self-driving automobiles to virtual assistants such as Siri and Alexa, AI is already metamorphosing our world in ways we never fathomed. The thought of its endless possibilities in spheres like healthcare, finance and education is exhilarating. 

To learn more about AI, I pore over works of experts in the field such as Andrew Ng and Demis Hassabis, who have contributed remarkably to AI development. I also read academic papers and attend conferences to stay up-to-date with the latest discoveries. 

In conclusion, my attraction towards AI has prompted me to pursue a line of work in computer science, with a focus on AI. I firmly believe that AI has the potential to make a positive difference in our lives, and I aspire to be a part of that revolution.",59,1233,34.15,0.9618,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,225,10,4.568888888888889,135,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
AI,0.2505790591239929,Human,Quil,,Enhance like native,"I prefer to watch the news only occasionally, and there are two reasons for this. Firstly, excessive exposure to the nightly news tends to heighten my anxiety. For example, being constantly informed about new wars or disasters contributes to my depression and hinders my daily functioning. Secondly, I believe that watching the news daily can be time-consuming. If I allocate an hour every day to news broadcasts, I might not have sufficient time for more significant tasks. As a case in point, when I stopped watching the nightly news this month, completing my homework assignments became considerably easier.",297,610,46.47,-0.8524,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,111,6,4.621621621621622,76,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Human,0.0170208811759948,Human,Quil,No,,"I think teachers should encourage their students to collaborate on assignments. First of all, this teaches students skills that are useful in the workforce.  For example, in my senior year I had a history class where I worked on a major assignment with five different students.  While working on the assignment, I had to handle scheduling and I even had to deal with interpersonal-conflict between different members of the group.  Both of these things taught me skills that I use almost every day in my career now. Secondly, group projects simply have better outcomes.  Group projects benefit from the expertise of many different people.  As a result, the final project is usually of a higher quality than a student would complete on their own.",319,744,55.74,0.9022,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,137,8,4.4963503649635035,88,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
AI,0.0001876318710856,Human,Crossplag,,Elevate using literary,"Amidst the path of life, many a soul have lent their hand to uplift, but a solitary memory lingers. A tumultuous phase in one's life can oftentimes leave a person feeling isolated and dejected. However, when one is embraced with an unexpected act of kindness, it can soothe the soul like a warm blanket on a cold night. 

During such a phase, a companion came bearing a care package, a simple yet tender act of compassion. Among the surprises enclosed, there lay one's favorite treats, a book by a beloved author, a note brimming with encouragement, and even a petite potted plant. 

These small tokens with great intention had a profound impact, nurturing the perseverance to overcome one's struggles. It instilled hope and lifted the morose curtain of despair. The overwhelming emotion of gratitude was felt knowing that someone cared enough to selflessly brighten one's day. 

The experience taught a valuable lesson, a reminder of the significance of benevolence and compassion. It inspired uplifting and positive behavior, an encouragement to spread benevolence whenever feasible. The need to radiate joy and express gratitude is now operated as a daily purpose. 

In essence, the significant impact of the gifted care package cannot be sized purely by the material contained. For the compassionate gesture of kindness has left an imprint on the soul and now serves as a guiding light.",53,1390,45.25,0.9988,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,259,13,4.463320463320463,155,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0
Human,0.21000905428082,Human,OriginalityAI,Yes,,"I have never felt such palpable emotion, such profound grief emanating from a space, as I did while hiking through the forest fire scorch in Philmont, New Mexico. A universe had once existed under the protection of these Ponderosa Pine, now black and crusted, turning brittle in the wind. It was a landscape that didn’t sing its laments, but whispered of its loss through every pile of scalded timber and skinny, wavering shadow cast by the hollow towers of ash. I felt prepared when I made the decision to become a scout. I love nature and camping. I love the Scouts BSA program. I love the people. I was definitely not prepared, however, for the numerous challenges I would face during my years as a scout. I was the first female “boy scout” in my town, which continues to be both my greatest honor and a constant reminder of the isolation and insecurity that comes with being any “first.” I became a symbol, whether for good or bad, and my actions not only spoke of me, but of the future young women in Scouts BSA. I felt like an imposter. I wasn’t a strong-willed leader like those who usually have “first” stitched into their title. My seventh-grade acting career did little to veil a shy and insecure girl who crumbled at overheard comments on how I didn’t belong or how girls like me were poisoning BSA’s spirit. As time passed, I found myself waiting to develop the toughened heart that the leaders that I knew held. As my troop and I backpacked in Philmont Scout Ranch this past summer, my doubts and insecurities seemed to echo from this inky forest. Coming from Pittsburgh, I had expected the kind of desert with raspy air and coat hanger cacti. Nothing quite shattered this expectation as much as putting on my last pair of dry socks before the fourth day of downpours. We navigated steep cliffs and vibrant meadows, and pulled ourselves up peak after peak. As the sun set on one of our final evenings, the flat, mountain-ornamented horizon gave way to a modest footpath, daring into a new forest. This forest, differing from the field of burnt pines we had seen prior, had burned several decades ago. The fire had cleared everything and had left its signature singed onto the bottom 10 feet of every tree. The forest floor was clean. Wild grasses with accents of purple and blue flowers blanketed the ground below the pines like snow, which had fallen while the world was asleep, completely untouched and extending to infinity. Above the burnt limbs of the trees, thick bundles of green needles soared into the sky. Not long after Philmont, I was awarded my Eagle Rank, the culmination of my experience as a scout. I believe that my time in Scouts BSA has been the first to the forest that is my life. Though scars remain from my experience, new change and strength have flourished out of the damage. I have come to the conclusion that it is not always the fierce leader who becomes a “first.” It is the extra hours. It is finding a way to listen to criticism and try harder, rather than feel the thorns. It is using one’s own feeling of isolation to see others who feel alone. It is the act of going through the fire and staying with it, allowing it to advance you, which changes people who dare to be a “first” into the leaders that they go down in history as being. As I think back on my experience in Philmont, the first forest we saw, this blackened graveyard, is what I picture. I remember the charcoaled ground so vividly, but more so, I remember the soft purple wildflowers hidden in the desert soil. Though few and far between, against the grieving timber, they were stars.",284,3595,69.62,0.9403,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,737,33,4.002713704206242,366,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0
Human,0.0001713052479317,Human,HFOpenAI,Yes,,"These days, birds are losing the battle of favored domestic animal to dogs and cats. At best, they're an easily forgotten blot in the otherwise clear sky, and at worst, they're nasty pests associated with filth and disease. But for many years, birds were something much greater, the catalyst of folklore and tales for nearly every culture around the world.         We've all heard some iteration of a bird story before: Common characters you might recall include the wise owl, mischievous raven, vain peacock, and motherly hen. I was introduced to these stories early on, first captivated by the avian parables I listened to on CDs, and they became an integral part of my early years. I can still remember proudly reciting ""The Ant and the Magpie"" word for word to my parents, an important tale reminding listeners to save resources for a time in need, represented by the winter in the animal world. As I got older, my love for birds persisted, but the influence those childlike stories had on me waned. After all, none of my classmates proclaimed their love of dogs stemmed from a Danish fairytale or Chinese folklore. I figured the reason I loved birds was shallower: I enjoyed the startling, colorful plumage and the joyous calls I heard outside my window. No longer were birds a central part of my identity; instead, they became an answer when I had to state my favorite animal during a summer camp icebreaker.        It wasn't until I was well into high school, nearly a decade after I last closed the cover, that I found one of my favorite childhood books, ""Why Snails Have Shells,"" in the depths of my closet. Rediscovering this book reminded me of the importance I placed on the lessons I learned from the cherished bird characters. Leafing through the pages and rereading the familiar stories, I realized the straightforward teachings of the birds were more relevant to my current life than they ever were in my childhood. Birds once again were not simply my favorite animal, they guided the way I reacted in challenging situations, which - like for most of my peers - came in a barrage as I got older.        The lesson that permeates my life today is from an old Chinese proverb, famously summed up by poet Maya Angelou as ""A bird doesn't sing because it has an answer, it sings because it has a song."" High school life, especially for my generation, is hyper-focused on the approval of others. Instagram is littered with polls asking if outfits are ""ok,"" popularity is measured by the average number of comments you get in response to your posts, and every joke uttered is followed by a scan of the room to make sure at least someone is laughing. Contrastingly, the bird doesn't focus on the answer it receives from its song; in fact, it doesn't even expect an answer. The bird sings because it wishes to, because of the joy it experiences when doing so.        It can be easy to get swept away in the desire to please, but the personal mantra I've adopted reminds me of the importance of doing things for the sake of making yourself happy, not others. I build relationships I genuinely value, I invest my time in activities I love to do, and I express myself in ways that bring me joy. Although the stories and proverbs I learned when I was younger originated from distant times and places, they have woven themselves into my values and shaped me into the person I am today.",538,3387,52.53,0.9992,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,676,22,4.100591715976331,335,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0
Human,0.0814507082104682,Human,HFOpenAI,No,,"Between team sports and exercising alone, I’d rather exercise alone, personally. If you ask me, it’s better because you can do it any time, for one. For example, if I wanted to get some exercise, but I only played team sports, I’d, uhh, I’d have to call friends or, I don’t know—or find a group of people who played regularly. But on the other hand, if I want to go running, I can just go any time. Also, I can listen to music while running or hiking. You need to talk to communicate when playing a team sport, so you can’t do that… you can’t wear headphones at all. In general, I guess I just like exercising alone better, because I have more control of when and what I do.",68,674,69.52,0.9714,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,167,7,3.2634730538922154,87,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1
AI,0.7973701357841492,AI,Quil,,Plain,"This report investigates the effectiveness of data augmentation techniques using BERT, a pre-trained language model, on the task of sentiment analysis. Data augmentation is a popular method to increase the size and diversity of training data, which can lead to better model performance. However, manually generating augmented data can be time-consuming and costly. In this study, we explore whether BERT can automatically generate high-quality augmented data for sentiment analysis tasks, reducing the need for manual data generation. Our experiments show that using BERT for data augmentation can improve model performance, despite having fewer training instances than the original dataset. We also discuss the limitations and potential drawbacks of using BERT for data augmentation, and provide recommendations for future research in this area.",641,846,17.03,0.8957,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,136,6,5.330882352941177,82,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AI,0.72394526004791,AI,OriginalityAI,,Enhance like native,"I think it takes a significant amount of time to truly understand someone. While I don't dispute the impact of first impressions, it's essential to acknowledge that they can change over time. People's true natures can reveal themselves as you get to know them better. For instance, I didn't initially like my current girlfriend when we first encountered each other at a party. She was sitting in a corner, keeping to herself, and when someone attempted to strike up a conversation, she responded tersely before walking away. Now, I've come to understand that she's simply not at ease around people she doesn't know.",313,615,62.48,0.8895,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,122,6,4.204918032786885,84,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0
AI,0.0001000593472,Human,GPTZero,,Plain,"

This report discusses a Question Answering (QA) system that employs feature engineering and self-attention for the Independent Identically Distributed (IID) Stanford Question Answering Dataset (SQuAD) track. The proposed methodology comprises representing the problem as a sequence-to-sequence task and using a pre-trained language model for encoding the input. Subsequently, engineered features are used as attention weights to identify the most relevant parts of the sequence, leading to the extraction of answers. The proposed system achieved a competitive performance while requiring low computational resources, demonstrating the effectiveness of feature engineering and self-attention for QA tasks. The implementation is made publicly available as a contribution to the development of better QA systems.",26,811,7.05,-0.0516,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,123,5,5.699186991869919,80,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AI,0.964264988899231,AI,Quil,,Simplify like non-native,"Do you sometimes lose track of time while using the computer? Spending too much time on it keeps you from being outside, spending time with family, and using other ways to learn. Sitting in front of a screen all day can lead to being overweight and missing out on nature. It's better to go outside, play sports, and have family time. People grow up quickly, so it's important to cherish every moment with them. Using books or visiting locations is a good way to learn, have fun and take memorable pictures. Spending less time on the computer leads to a happier life.",190,566,73.58,0.9038,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,117,7,3.9743589743589745,77,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Human,0.1568482667207718,Human,HFOpenAI,Yes,,"Title: QA System with QANet
Abstract: Question answering system has always been an active field in the Natural Language Processing (NLP) researches. In the past few years, the most successful models are primarily based on Recurrent Neural Networks (RNNs) with attention. Though a lot of progress has been made, due to its sequential nature, RNN's operations are unparallelizable, which makes both training and inference slow. In addition, with linear interaction distance, RNNs have difficulty in learning long dependencies. This is a severe problem in QA system, since the context are usually long paragraphs.

Based on these problems, in this project, we implemented a QA model based on Transformer, hoping to achieve both accurate and fast reading comprehension. We focused on reading comprehension among all QA problems, which is to select a part of text from the given context to answer some certain question. Instead of LSTM, this model used convolution layers and self-attention to form encoders. Given a paragraph of context and a question, it will output the probability of each context word being the start or end of the answer. However, against our expectation, this model did not perform very well. The speed is low due to its large amount of parameters, and the accuracy cannot match that of BiDAF because of overfitting.",823,1334,51.68,0.5207,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,249,11,4.497991967871486,152,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AI,0.0003553025599103,Human,HFOpenAI,,Enhance like native,"If I have only a limited amount of money remaining, I would allocate it for two essential purposes. Firstly, I would invest in enrolling in a course, as expanding my knowledge and skills can potentially lead to increased income. Thus, allocating funds for education signifies a valuable investment in myself. Secondly, I would prioritize self-care to maintain my well-being and minimize the risk of illness. With scarce financial resources, I'm aware that I may not be able to afford medical expenses should a severe sickness occur. By focusing on my health now, I can reduce future vulnerability. Consequently, I choose to expend my money on these priorities.",343,660,39.03,-0.6124,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,123,7,4.504065040650406,84,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
AI,0.0005598801071755,Human,Crossplag,,Enhance like native,"Undeniably, my favorite film genre is drama. I've adored movies ever since my childhood, but contrary to most children, action films never captivated me. Despite their thrilling nature, they typically lack depth and substance. It's common to forget them entirely within a month. Meanwhile, I relish discovering the profound messages woven into dramas, uncovering the true essence behind each scene. I become deeply connected to the characters, experiencing their joys and sorrows alongside them, and gaining valuable insight in the process.",884,540,40.85,0.7134,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,97,6,4.742268041237113,73,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Human,0.0001763701438903,Human,Quil,Yes,,"I began measuring my life in flipped pages, packed boxes, and school maps when I was 6. As my family and I flitted between states and coasts for my father’s job over the last decade, I shielded myself with fantasy novels. With my head propped on the baseboard near my nightlight and a book held up in front of me by aching arms, I would dance in whimsical forests, fight daring battles, and rule dangerous courts long after dark. In my fantastic universe, I could take turns being the queen, the knight, the hero, and even the villain. These books helped me express the happiness, anger, sadness, and queerness I could not have even begun to imagine alone. The characters I discovered in novels as I toured libraries and Barnes & Noble stores in strip malls around the country taught me resilience and empowered me to nourish my strengths. Mare Barrow showed me the power of determined women, and I unapologetically strove for academic excellence and obtained a GPA of 4.4. Tane, from The Priory of the Orange Tree, inspired me to push the limits of my own body, so I’ve traversed approximately 1,544 miles in cross-country races and practices. Evelyn Hugo’s unapologetic character compelled me to want to embrace and feel free with my queerness rather than shelter it away in a shameful corner. Even further, this year I am adding a third dimension to my love of fantasy by interpreting Mrs. White in my school’s production of Shuddersome and The Monkey’s Paw with assistance from Anne of Green Gables, my first fictional idol, who massively influenced my personality and tendency for dramatics. But above all, Leigh Bardugu, my favorite author, gave me permission to even dare to write and to dream that I can. What began as a safety net in my adolescence has grown to something more, a true passion for English and all that it can express. Language is power and I wish to wield it like a mighty sword. I want to be the puppetmaster, the speaker, and the leader in a world that is crafted in ink. I want to be a New York Times bestseller and to know that whatever I do is impactful and that it creates a difference, no matter how small. I want to walk down a crowded street and see “my book” spread open in a passing person’s hands, as they refuse to put it down, just like I did so many times in the hallways of my middle school. A writer, a college professor, a publishing lawyer: I want it all, the riots of failure, and the pride of success. Without the assistance of literature, I wouldn’t be who I am today. If I hadn’t grown up fueled on library hauls I wouldn’t have discovered that I love English. I wouldn’t get shivers when I fret for a favorite character or celebrate their triumphs, be as ready to face obstacles, or be as adventurous as I am. Without the moves around the country and back, I wouldn’t have become so resilient and open to change, so adaptable to life, but most importantly I wouldn’t have become so in love with language. With every move I burrowed in books, and with every book I became me. Literature has made me in every way, and the only way I can repay it is to become the penman. ",239,3118,55.98,0.9969,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,658,23,3.8768996960486324,316,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
Human,0.0001699072163319,Human,Crossplag,Yes,,"Dear Newspaper, @CAPS1 the years, the streets have become less crowded with people interacting exercising, and enjoying nature. Is this good or bad? Technology has advanced so far that it might be better to stay home and on the computer than taking a walk in the park. Computers do have a positive effect on people because they have advertisements that encourage exercise, advertisements that encourage travel and enjoying nature, and computers allow people to interact from anywhere in the world. Firstly, computers are full of great advertisements. Some advertisements talk about joining a gym and exercising. Studys show that <@PERCENT1@NUM1> of kids without computers do not get enough exercise, whereas only @PERCENT1 of kids with computers do not get enough exercise. These statistics show that computers are better for people's health than they are thought to be. Next, computers have even more advertisements that encourage people to travel around the world. By doing this, people's intellegence will increase because they will learn new facts about new places. Also, people will be happier because they enjoy travel. Lastly, people's jobs will benefit it they're business depends on the advertisements they post on the internet. Finally, the technology used in computers today allows people to talk to friends from nearly anywhere in the world on a computer. Social sites such as facebook alow people to see pictures from where their friends have traveled. Webcams allow people to talk face to face up close about the new gym they joined. <@PERCENT1@NUM2> of people say they have a better social life online then out in the open when their friends might not be there to talk. I conclusion, computers have a positive effect on people because they have advertisements that encourage people to exercise, encourage travel, and computers allow people to talk from anywhere in the world. Technology is there to make the world a happier , healthier, and more social place. That is why computers have a very positive effect on people around the world.",138,2052,53.81,0.9975,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,383,19,4.493472584856397,158,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Human,0.028576972523297,Human,OriginalityAI,Yes,,"I know that I had prepared well for this moment. For two arduous months, I readied my fingers for an exciting concert. No anxiety could undermine my confidence in my preparation, and my piano recital’s success was “in the bag.” I selected three pieces for my repertoire: the ambience of Erik Satie’s Gymnopedie No. 1 as the opener, a somber contemplation of Beethoven’s First Movement of the Moonlight Sonata, and Bach’s light and surreal Prelude in C Major for the conclusion. My shining moment arrived, and I strode purposefully toward the piano. The building in which my performance was held was new, but its dwellers were old. Respect and prestige permeated the atmosphere as I took each stride to my seat. As I sat down, the chair creaked and moaned as if in sympathy with the audience’s aching desire to hear me play. I prepared my sheet music and commenced my epic moment. Never was such an exhilarating performance heard. All of the little techniques and tricks that I practiced were executed perfectly. I captured the dynamics I wanted to express in Satie’s phonological experiment with each chord to which I applied varying pressure. Moving onto one of Beethoven’s most famous works, I crafted the cascading arpeggios of each new chord, which resonated unity uninterrupted in me and in the audience. When I concluded with the airy prelude from Bach’s Well-Tempered Clavier, the room swelled with bliss. Having poured my heart and soul into each piece, I beamed with pride. As customary for a stellar show, I rose to bow to the audience to thank them for their eruption of applause. Flowers were thrown, cheers elicited, and standing ovations bestowed. From the subsiding din came a faint question to rain on my parade: “Could you play something more lively, darling, say, a Neil Diamond song?” I work on weekends at a long-term-care facility, and my geriatric audience, although a pleasure with whom to interact, can be brutally honest. Begrudgingly, I thanked Mrs. Hersch for her request, promised her better next time, and stewed in my own irrelevance. Going home that day, my feathers were ruffled. How could any civilized listener, after such a superb medley, disregard such time-honored compositions? The notion was absurd. Yet perhaps more outlandish, as I later acknowledged, was my visceral reaction to the events that had transpired. Why did I react hesitantly to a simple request made in earnestness? It would have been easier, in fact, to practice “Sweet Caroline” than to break my fingers over Beethoven’s work. Then, in my moments of introspection, I concluded that my choice of musical pieces mattered little as long as my audience enjoyed them. Whether it meant recreating the most tortured and heinously composed pop song or a masterfully crafted Romantic concerto, I vowed to play them all. Throughout my life, my adult mentors have succored me with platitudes when most needed, which laid the foundation for my confidence. Yet, while working with people who have lived five times longer than I have, experiencing so much more than I can imagine, I know that the world does not revolve around my tastes and interests. I’m okay with that. Thus, for a couple of hours each day in the living room, unlucky family members passing by are subjected to the torment of my tenth run-through of “Sweet Caroline” as I prepare for my next recital for an audience that has taught me more about personal preferences, and myself, than I anticipated.",286,3461,54.12,0.9983,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,685,31,4.205839416058394,347,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
AI,0.0002697313320823,Human,Crossplag,,Enhance like native,"There's no question that I will pursue a career in engineering. Becoming an engineer has been my aspiration since childhood. This path will enable me to express my creativity in my daily tasks, making my dreams a reality. I would be thrilled to construct something that endures long after I'm gone, providing benefits to others from my designs - a truly fulfilling achievement. Embarking on engineering school marks a fresh beginning in my life, which is why I've chosen it as my profession.",537,491,54.83,0.9153,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,94,5,4.351063829787234,69,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Human,6.714032312481953e-07,Human,GPTZero,Yes,,"Title: Building a Robust QA System that Knows When it Doesn't Know
Abstract: Machine Learning models have a hard time knowing when they shouldn't be confident
about their output. A robust QnA module should not only be able to do a good job at out of context data, but also be able to do a good job of knowing what data it can't handle. The goal of our project is to build a robust QnA model with an architecture that relies on a base of DistilBERT, improve on it through model fine-tuning, better optimization, and then augment the predictions of the model with a confidence score

Our approach for this project was forked in two directions.
1. Focus on fine-tuning the model through approaches like transfer learning, longer epochs, mix-out and re-initializing layers.
2. Augment the model by providing a confidence score to enhance the model's reliability in real world usage.

BERT models use the base weights from pre-training and then fine-tune on specific datasets. They are pre-trained on a variety of tasks making it easier to generalize but it needs to be further fine-tuned for specific task. Also, the fine tuning process is susceptible to the distribution of data in the smaller datasets.

We aim to improve on this by training on larger epochs, freezing all but the last layers of the BERT model, re-initializing the pre-trained model weights, using a regularization technique called mixout, use the bias correction and finally add additional layers to the model.

The learnings from the experiments were:
1.    Bias correction doesn't have any significant impact on the performance
2.    Freezing the initial layers of DistilBERT doesn't impact the performance but it does speed up the training time
3.    Re-initializing the lower layers have a positive impact on the performance of the model
4.    Applying regularization in form of mixout increases the overall accuracy of the model",753,1899,48.74,0.9913,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,348,16,4.514367816091954,176,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Human,6.709165549641032e-13,Human,GPTZero,Yes,,"Contrary to popular belief, mini-golf is very challenging. The unforgiving, neon green turf and the jagged rock formations send my ball spiraling in the wrong direction and careen straight into the roaring waterfall every time. The irony of my inadequate skills, however, is not lost on my younger sister, who routinely avoids obstacles and sinks her ball straight into the hole. Her embarrassing victory dance follows soon after, much to my own dismay. Notwithstanding my mini-golf shortcomings, I am known as “golf girl” by my peers and have learned much about myself and the game as the sole girl on my high school’s golf team. Growing up hearing tales of the golf team that my father coached and watching the LPGA from my grandfather’s couch instilled me with a passion for golf. Looking up to Annika Sörenstam and other talented women who played with such grace and power ultimately gave me some dynamic, passionate role models to look up to. When the coach cut me from middle school golf tryouts, bright purple junior clubs in hand, I was determined to get better and committed to making myself and my role models proud. I began taking over 100 swings each night and spent countless hours on the putting green dreaming of that match winning putt. After being turned away, the sense of accomplishment in being one of the team’s leaders in the following season was one of the best feelings in the world. For the past six years, I have become accustomed to the mannerisms, smell, and humor of teenage golf boys. However, arriving at the first match brimming with four teams full of tall, strong boys and not another girl in sight made me gulp. The shorter bathroom line was a bonus when I first arrived at the course, but all was forgotten when I went to take my first shot from the female tee box. My teammate, James, walked up to me, noticing my apprehension, and told me the most random, bizarre joke that I had ever heard. In that moment, I knew my teammates had my back, even if I did not always completely comprehend their humor. Over time, the team grew into a tight-knit group of friends who fit together like a puzzle. James can break a bad round with a laugh, Matt gives the best pep talks, and Drew is reliable for sound shot advice, while my niche emerged as bringing positivity and optimism after a bad shot. This team dynamic continued in school as well, as James comes to me after a bad test, while I see Matt before a big presentation. Whether we are on or off the course, we help each other to succeed. As the daughter of two teachers, country club simulators and memberships to the area’s elite courses were not options for me. Two summers ago, I took matters into my own hands and got a job cleaning out dirty carts and taking out the trash at the local country club. Scrubbing the spilled adult beverages out of the cup holders and disposing of the deteriorating cigars was not how I pictured spending my summers, but was valuable for the free rounds I played. By the end of the summer, I realized my hard work leveled the playing field between myself and my more affluent opponents. This gentleman’s sport has become such a significant part of my life. The amount of joy I receive from sinking a lengthy putt or driving my ball straight down the center of the fairway reminds me just how grateful I am to play this sport. My sister might still dance in the parking lot after we play a round of mini-golf, I will join her, because I know that I will continue to play golf, and learn from the game, for the rest of my life.",85,3545,63.32,0.9978,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,718,26,4.045961002785515,362,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0
